status_message,word_counts,char_counts
Cuidado com a Ruth Diva. Não esqueça o seu RG original sempre que vier ao Mormaço 👊😁,17,68
Bora.........................,1,29
"Nesta sexta tem aquele clima top no Pagode da Diretoria com Grupo Exatamente e Dj Betynho nos intervalos.
Balde de Antarctica r$29,90 e Combo de smirnoff r$99,90 a noite toda",30,145
Promoção no balde de Antárctica e no combo de smirnoff a noite toda!,13,56
Vamos começar a semana? De volta à promoção de burguers com 15% de desconto. #thewaypub #promo #happyhour,17,89
"#Repost 
@chagaasjess Primeiro iron de 2018 🥇",7,38
"Opa, sexta is coming mas hoje o Iron promete! Olha o que vai rolar meus manos e minhas manas, tributo ao Legião Urbana! Tá imperdível, simbora pro Iron!

#beer #cerveja #ontap #pub #melhorescervejas #beerlovers #beeradict #cerveza #happyhour #cervejagelada #cervejao #cervejartesanal #cervejando #cervejaoliquidosagrado #IronBelem #PubBelem",44,296
Todas as fotos por Samir Oliveira,6,28
"A Doceria Amorosa está recheada de delícias personalizadas para você presentear o seu amor no Dia dos Namorados! 
Venha conferir! 
#doceriaamorosa #diadosnamorados #tudofeitocomamor",23,157
"Pagode da Diretoria, Sexta 02 de Fevereiro de 2018",9,42
"Você vai adorar uma de nossas entradas com uma cerveja bem gelada.

Chicken & Cat foods
Três bolinhos de cada. Três de Cat Food e três de Chicken Food. Com molho rosé.

Cardápio: roxybar.com.br

#bosquegraopara #roxybarbelém #belem",37,192
"Quer se divertir e comer nossas deliciosas pizzas em fatias? Que tal vir até o #santémóvel no @vilatruck
Estamos até 23h te esperando! 🚚🍕🍅",24,115
"OS VINGADORES !! Sábado é dia de Villa Aurora !! Noite dos Vingadores, duas bandas e três participações muito especiais !! O villa é o villa !!",27,117
O Morma é o Morma! Tá só começando por aqui!,10,35
Cada prato da Mia leva um toque especial que só a gente tem. Vem jantar com a gente hoje! 😍💛,20,73
Vem curtir o melhor do rock clássico com a banda Mística. #vemBD,12,53
"Para deixar sua noite mais quente! #VemProSRB
Vídeo: @argfilho1",9,55
Daqui pouco um Duo de respeito. Vem ver o projeto novo na casa. #vemBD,14,57
Pra ser feliz com essa casquinha delícia... ❤️🍦 #amelhordobrasil #cairu #amocairu #sorvetescairu,12,85
Duo com Marina Morais e Nelinho Brasil. #vemBD #pub #poprock #chopegelado,11,63
"O Brownie de Chocolate Louis Armstrong é sempre uma ótima pedida!

Cardápio: roxybar.com.br

RESERVAS - Roxy Bosque Grão-Pará
Segunda a quinta, menos nos feriados.
Horário para realização das reservas: segunda a sexta das 10h às 12h e das 14h às 18h.
Mais informações e reservas ☎ 3349-9197 / 99375-9484

DELIVERY - Roxy Bosque Grão-Pará
Sexta, sábado, domingo e segunda: 12h às 15h.
Todos os dias: 19h às 23h.
Ligue ☎ (91) 3349-9197 / 3199-3211 / 99185-7405 / 98733-2426 / 99375-9484

DELIVERY - Roxy Senador Lemos
Todos os dias: 19:15 às 23:30.
Ligue ☎ (91) 3352-6457 / 3224-4897 / 3224-4514 

#bosquegraopara #roxybarbelém #belem",102,525
"Muuuuito bom! 😍

Prato 1
Dhal de ervilhas com legumes
Lasanha 3 queijos com molho vermelho e molho de espinafre
Banana verde chips com gersal
Salada ■ Suco
Sobremesa: Cheesecake com yogurte e chocolate

Prato 2
Arroz integral com jambu
Maniçoba vegetariana
Banana verde chips com gersal
Farofinha crocante de soja
Salada ■ Suco
Sobremesa: Cheesecake com yogurte e chocolate

Prato 3
Arroz integral com jambu
Bobó vegetariano
Coxinha de ricota e tomate seco
Farofa de milho com feijão da colônia
Salada ■ Suco
Sobremesa: Cheesecake com yogurte e chocolate

Delivery 🏍
WhatsApp (91) 99804-3493*
Ou pelos fones: 3222-2272 / 3242-1724
*Pedidos somente das 8h às 11h da manhã (pedidos após esse horário não serão aceitos)

Endereço:
Travessa Padre Prudêncio, 166 - entre Manoel Barata e Ó de Almeida - Campina - Belém – PA

#vegetariano #comida #vegana #vegano #salada #belem #RestauranteGovinda #restauranteBelem",143,760
"Quem ainda não provou essa dupla filé alto, mega grelhado e gostoso, com mousseline de mandioquinha não sabe o que é coisa boa nessa vida! 😋 O melhor: hoje está com desconto! A promoção é valida apenas para pedidos pelo app Santé com cupom de desconto.😀🍅 Ainda tem taxa grátis para pedidos feitos até 11h 📱🏍",56,252
BOTEQUIM NA EMOÇÃO DA COPA COM FEIJOADA E TIRA GOSTO GRÁTIS E OS MELHORES TELOES PRA VOCÊ ASSISTIR TODOS OS JOGOS!!!,21,96
"O melhor bolo de chocolate da vida está passando agora pelo seu feed. Quem aí também aaama o Bolo Negão da Amorosa?! Encomende o seu ou aproveite no Pague e Leve em uma de nossas unidades! 😍❤😋

 #doceriaamorosa #tudofeitocomamor",39,188
"🤩 NÃO PASSE VONTADE VEM PRO TACACÁ DO RENATO! 
 ☎️33512462",10,47
"Em março estreia MORMAÇO 360 💥 Que tiro foi esse, heim ? 💥💥",13,47
"Ó aqui o Casquinho de Bacalhau todo prosa com a sua “roupa nova”, que é nada menos do que farofa bragantina de açaí. 😌",24,99
"A gente sabe que terminar o primeiro mês do ano não é fácil.. Afinal, as férias se aproximam do seu final e a gente precisa aproveitar cada segundo! É nessa vibe que resolvemos trazer mais uma edição daquele evento que vocês adoram, conhecido por ter uma boa dose de Indie Rock! No palco, três tributos de rock internacional que são ovacionados dentro da música indie, dessa vez, com uma combinação inédita: Arctic Monkeys, The Strokes e The Killers! Uma noite com uma programação assim ninguém pode perder!
.
Ingressos:
Antecipados: R$15
.
22H: Dj Junior Soares
00H: The Strokes
01H: Arctic Monkeys
02H: The Killers
.
Onde comprar:
Studio Pub - Tv. Presidente Pernambuco, 277.
De terça à sexta, a partir das 18h.

Entrada exclusiva para maiores de 18 anos, sendo obrigatório apresentação de documento oficial e com foto.

OBS.: Não aceitaremos mais identidades com foto de criança ou manchadas por conta da dificuldade de identificação.

Mais informações:
Tel: 3252-1413 / 91 99161-3677
Instagram: @studiopubbelem | Facebook: studiopubbelem",168,871
"Pra refrescar a sua sexta e começar o final de semana com muito bom gosto! Gin Tanqueray com hibisco, limão siciliano e soda. Aguardamos vocês de 12:00 às 02:00! 

#belém #pará #sushilovers #culinária #amazônia #sushi #gastronomia",36,193
"O buffet de almoço de domingo está delicioso, venha ao Capone Ristorante na Estação.

#caponeristorante #estaçãodasdocas #belém",17,110
"Apresento a vocês: Ricardo Martins, um dos jovens e integrante dos Los Amigos! 💙 Um de nossos hambúrgueres leva o seu nome, amigo e inspiração!",25,119
"Além da nossa variedade de bebidas sensacionais, contamos com alguns petiscos e pratos que vão fazer a tua noite com a galera. Uma ótima pedida pra hoje são os nossos nachos com opções variadas de molho. Vem pro Iron provar essa maravilha! 😎

#beer #cerveja #edgarpoe #hamburger #pub #melhorescervejas #beerlovers #beeradict #cerveza #happyhour #cervejagelada #cervejao #cervejartesanal #cervejando #cervejaoliquidosagrado #IronBelem #PubBelem",60,383
"Ei, aquele mega top almoço maravilhoso das galáxias do universo todo dos finais de semana tá chegando!

De sexta a domingo tem ALMOÇO DO MORMAÇO!

❎SEXTA: música de leve pra você relaxar e se preparar pro final de semana.
❎SÁBADO: música ao vivo com sangue bom e talentoso FLAVIANO RAMOS.
❎DOMINGO: a música fica a cargo do maravilhoso BETINHO SOUSA.

Inf/cardápio pelo WhatsApp: 981796272",64,323
"Remansear é bom, mas remansear com toda a família reunida é muito melhor. ❤️🐟

Foto: Rita Silva",17,78
"Por natureza, elas são determinadas, brilhantes, talentosas… Mulheres possuem tantas facetas, que é impossível resumi-las apenas como belas. Neste Dia Internacional da Mulher, desejamos parabéns a todas as mulheres por serem simplesmente espetaculares! 

#VegasRestaurante #DiaInternacionalDaMulher",35,262
"Sentiram falta do velho rock N’ roll nacional? A gente entende! Prepare as distorções para o dia 02 de fevereiro porque as bandas Alta Frequência e Rock N’ Trio, que vão relembrar os melhores sucessos das bandas Detonautas, Raimundos, O Rappa e CPM 22! Um tributo especial para músicas inesquecíveis! 

Ingressos:
Antecipados: R$15

Onde comprar:
Studio Pub - Tv. Presidente Pernambuco, 277.
De terça à sexta, a partir das 18h.

Entrada exclusiva para maiores de 18 anos, sendo obrigatório apresentação de documento oficial e com foto.

OBS.: Não aceitaremos mais identidades com foto de criança ou manchadas por conta da dificuldade de identificação.

Mais informações:
Tel: 3252-1413 / 91 99161-3677
Instagram: @studiopubbelem | Facebook: studiopubbelem",115,635
"O @theargentineexperience, localizado em Buenos Aires, traz um conceito diferente: a ideia é ensinar os fundamentos da gastronomia argentina aos clientes, ao mesmo tempo em que eles se divertem preparando o seu próprio jantar. Ficou curioso? Sugerimos esta visita na sua próxima ida à Argentina.

Hoje abrimos a partir das 18h.

#amazônia #sushi #gastronomia #cozinhaasiática #belém #argentina #restaurante",58,347
"🆕 OLHA O QUE VEM POR AÍ!!
Você lembra das edições de sábado do BarkaBoa, Rango e Cia, Pirikito Yellow?? Quer reviver isso? Então te programa pra pagodear no SAMBOTECO, dia 05 de maio no Botequim Pub. Vai ter muito pagode pra você curtir com os amigos ao som do @sambamais e @sttropezoficial... Vai ser uma super tarde com muita cerveja gelada e tira gostos de qualidade. Vai ser bom demais!! 😉",72,322
Nosso suculento mignon hoje está com preço especial. Pede que tem taxa grátis até 11h mas a promoção é valida apenas para pedidos pelo app Santé com cupom de desconto.😀🍅,30,140
"NESTA SEXTA!
(4YOU + SIMBORA) NA VOLTA DO MANDELA...",9,44
"Torta Sonho de Valsa, pão de ló fofinho com muito chantilly e generosos bombons de Sonho de Valsa. Delícia demais!
E ai, vamos de torta de sonho de valsa nesse feriadão? Vem que estamos te esperando 🍰🍩☕🍫
__
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen #sonhodevalsa",70,349
"➡➡➡Cardápio de Sábado⬅⬅⬅

🔵 Cozidão de Carne com Legumes 
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo de Bacalhau aos Queijos
🔵 Sopa de Feijão
🔵 Creme de Frango R$ 12,
🔵 Estrognoffe de Carne R$ 13,
🔵 Farofa de Piracuí com Banana 

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",68,286
"➡➡➡Cardápio de Quinta⬅⬅⬅ 

🔵 Cozidão de Carne com Legumes
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo de Galinha no Creme de Milho
🔵 Caldo de Caranguejo
🔵 Estrognoffe de Carne R$ 13,
🔵 Farofa de Piracuí com Banana 

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",64,275
"Você já conhece a nossa Cestinha Crocante? Ela pode ser de salpicão de frango, bacalhau e aviú. Daí você coloca um azeitinho por cima e fica sensacional. Vem ser feliz na Lou Doces.",33,149
"Qual tal essa delícia para sua quarta feira? O famoso quadradinho de maracujá? A Lou Doces tem para você. Massa amanteigada molhadinha com calda de maracujá. É dos Deuses, tão fofinho que derrete na boca!! 😍🍰😍🍋 📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen #sonhodevalsa#paodebatata #queijocuia #loudoces #quadradinhodemaracuja",71,409
"Promoção de Sexta: 〰️▶️ Caneca de 400ml + Copo de Suco de 300ml R$ 11, ◀️〰️ ➡➡➡Cardápio de Sexta⬅⬅⬅ 🔵 Cozidão de Carne com Legumes 🔵 Caldo de Galinha R$ 10, / R$ 12, 🔵 Caldo Nordestino 🔵 Caldo de Camarão aos Queijos 🔵 Sopa Minestrone 🔵 Estrognoffe de Carne 🔵 Farofa de Piracuí com Banana End: Trav: Barjonas de Miranda, n° 441. Vemm para a Estaçãooo 😍😍😍 Horário: 18hs as 23hs. Todas as noites. ❌Não fazemos entrega❌",78,338
"Dentre as muitas novidades tecnológicas aqui no #SIGEP2018 na #Itália, uma máquina de gravar imagens nos biscoitinhos de casquinhas.

#casquinha #cascalho #botonaeuropa #botonaitalia #italy #sigep #rimini #conhecimento #novidades #sorvete #gelato",30,216
"🎂Vc encontra na Dream Churros e Doces🍭.
Encomendas (93)99186-8666
No Rio Tapajós Shopping📌",13,78
"Promoção de Segunda💪 

🔵 Salada de Frango + Suco de 500ml R$ 14,
🔵 Omelete Recheado com Frango + Suco de 500ml R$ 16,
🔵 Sanduiche Natural de Frango + Suco de 500ml R$ 10,
🔵 Sandubas de Frango + Suco de 300ml R$11,
🔵Sanduba de Carne + Suco de 300ml R$ 14,
🔵Sanduba de Atum + Suco de 300ml R$ 13,

End:Trav: Barjonas de Miranda, n• 441, entre Mendonça Furtado e São Sebastião.",74,298
Entre um exercício e outro a Lene deu uma pausa para um click e registrou mais um dia de treino!,20,77
"Oi pessoal, a nossa ""mais que diva"" Gaby Amarantos passou por aqui para conferir de perto as delícias da Boto Sorveteria Artesanal. E vale registrar que Gaby é TOP e um show de simpatia.

Agora, quer saber qual sabor ela mais gostou? Ah, surpresa! Vem para cá que a gente de conta...

#botosorveteria #boto #gabyamarantos #alterdochao #santarem #ferias #familia #verao #cultura #evento #casamento #festa #bodas #formatura #casquinha #delicia #exotico #torta #castanhadopara #sorvete #gelato #sorbet #sherbet #tremetreme",76,442
"Promoção de Segunda 💪 .

🔵 Salada de Frango + Suco de 500ml R$ 16,
🔵 Sanduiche Natural + Suco de 500ml R$ 10,

End:Trav: Barjonas de Miranda, n• 441, entre Mendonça Furtado e São Sebastião",36,151
"Olha só o que dar juntar a melhor PROMOÇÃO COM A BANDA MAIS ANIMADA?! Segunda Maluca do Estação Show Bar 😍😍

COMBO1: 4 torres de ANTARCTICA + bolinho de piracuí + batata frita + 30min. De bilhar para se divertir com os amigos por apenas R$100,00.

COMBO2: 14 caipirinhas/caipiroskas + mix de bolinhos + tábua de frios + 30min. De bilhar para se divertir com os amigos por apenas R$100,00.

COMBO3: 20 long necks ITAIPAVA + bolinho de linguicinha defumada + macaxeira frita +30min. De bilhar para se divertir com os amigos por apenas R$100,00

#ShowBarEspecial #SegundonaSemRessaca #BandaBlackout #FazendoADiferença #NãoPerdeNão #AquiTudoÉPraVc #VemQueTem #ÀNoiteToda",103,560
"Já provou um de nosso bolos! Preço popular, R$5,00 à fatia
No Rio Tapajós Shopping🛒",15,69
"Quem resiste as nossas famosas cestinhas crocantes?? Delícia demais, temos com salpicão de frango ou de bacalhau. Irresistível!!! Vem ser feliz na Lou Doces a partir das 16hs! 🍰🍩🎂🍩",29,152
Equipe nota 10 que faz a sua vida mais Feliz!!,10,37
A @calerananeves escolheu a BonyFit porque sabe que merece o melhor. E você o que está esperando? Vem pra BonyFit!,20,95
"Hoje tem desconto na Caneca de 400ml + Copo de Suco de 300ml R$ 11,
➡➡➡Cardápio de Sexta⬅⬅⬅ 

🔵 Cozidão de Carne com Legumes
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo Nordestino
🔵 Caldo de Camarão aos Queijos
🔵 Sopa Minestrone
🔵 Estrognoffe de Carne R$ 13,
🔵 Farofa de Piracuí com Banana 

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",79,336
"➡ Promoção de Quinta ⬅

🔵 Salada de Frango + Suco de 500ml R$ 14,
🔵 Sanduiche Natural de Frango + Suco de 500ml R$ 10, 

➡End: Trav: Barjonas de Miranda, n° 441, entre mendonça furtado e sãp sebastião, descendo a Academia Bony Fit⬅",44,185
"Venha preencher o vazio do seu domingo com muito sabor!!!

Aliás, qual você mais gosta?

#domingo #alterdochao #santarem #preguiça #gelato #sorvete #sabor",22,131
Muitas novidades 😍😍😍,3,18
Pão italiano fermentado com cerveja?!? Temos... e estão divinos esperando sua visita! Massabor Prainha... um@novo conceito em padaria! Venha conhecer,20,130
"Tem como o calor ficar gostoso sim. Resolvemos isso facilmente. Corre pra cá!!!
#calor #sorvete #botosorveteria #santarem #alterdochao",18,117
"➡➡➡Cardápio de Quarta⬅⬅⬅ 

🔵 Cozidão de Carne com Legumes
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Canja
🔵 Caldo de Camarão com Tucupi e Jambu
🔵 Estrognoffe de Carne R$ 13,
🔵 Farofa de Piracuí com Banana 

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",62,264
"Obrigado pelo click @juana_calcagno. Sua escolha com certeza refrescou seu dia e seu coração.
#calor #sorvete #gelato #santarem #sorbet #frutas #cuia #cozinhatapajos #para",23,149
"➡➡➡Cardápio de Segunda⬅⬅⬅

🔵 Cozidão de Carne com Legumes 
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo Nordestino
🔵 Caldo de Moqueca de Peixe com Camarão
🔵 Canja
🔵 Estrognoffe de Carne R$ 13,
🔵 Farofa de Piracuí com Banana 

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",65,283
"Qual tal essa delícia para o seu fim de semana, o famoso quadradinho de maracujá? A Lou Doces tem para você. Massa amanteigada molhadinha com calda de maracujá. É dos Deuses, tão fofinho que derrete na boca!! 😍🍰😍🍋 📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen #sonhodevalsa#paodebatata #queijocuia #loudoces #quadradinhodemaracuja",73,410
O resultado da dedicação da @giovana3238 reflete no sorriso! #bonyfit #delongeamelhor,11,75
Feliz e doce sexta-feira 🍫🍓❤🍒😍,5,26
"➡➡➡Cardápio de Sábado⬅⬅⬅ 

🔵 Cozidão de Carne com Legumes
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Sopa de Feijão
🔵 Caldo de Bacalhau aos Queijos
🔵 Estrognoffe de Carne R$ 13,
🔵 Farofa de Piracuí com Banana 

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",62,267
"Promoção de Segunda💪

🔵 Salada de Frango + Suco de 500ml R$ 14,
🔵 Omelete Recheado com Frango + Suco de 500ml R$ 16,
🔵 Sanduiche Natural de Frango + Suco de 500ml R$ 10,
🔵 Sandubas de Frango + Suco de 300ml R$11,
🔵Sanduba de Carne + Suco de 300ml R$ 14,
🔵Sanduba de Atum + Suco de 300ml R$ 13,

End:Trav: Barjonas de Miranda, n• 441, entre Mendonça Furtado e São Sebastião.",74,298
"Treinar sozinho é bom, mas com um parceiro, ai é bom demais! Diguem ai...",14,60
"Traga seu baixinho pro Kids folia da Massabor!!! Muita música, alegria e diversão! Distribuição de brindes e escolha da melhor fantasia! Confira nossa programação! #carnaval #folia #kids #carnavalkids #massabor",29,182
"Amigas reunidas na Lou Doces se deliciando com nossas gostosuras! Venha você também com suas amigas (o) para curtir esse final de tarde, vem ser feliz aqui...❤😍🍰🍫☕🎂",27,138
Pela primeira vez no palco do Simbora!,7,32
CAIPIRINHA LIBERADA PARA ELAS ATÉ 1 HORA...💖,7,38
"Morangos fresquinhos e deliciosos sobre uma massa incrível de pão de ló, com muito chantilly deixando o sabor ainda mais maravilhoso! 
E ai, vamos de torta de morango hoje? 🍰😍❤
__
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)
-Aceitamos cartões de débito e crédito.

#loudoces #delícia #gostosuras #morango #cafe #delicatessen",68,349
"Desejamos que ""ocê"" tenha uma semana boa ""dimais"" da conta!
E pra ficar ""mió"", venha almoçar ""com nóis""!

😋😍😃",19,90
"Experimente nosso Omelete Recheado com Queijo Mussarela e Frango, acompanha uma salada com molho, apenas R$ 12,",17,95
"Hoje tem promoção no Mexicano, compatilhe, marque dois amigos e concorra a buritos e cerveja original. Vem pro Mexicano.",19,102
"➡➡➡Cardápio de Quarta⬅⬅⬅

🔵 Cozidão de Carne com Legumes 
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo de Camarão com Tucupi e jambu
🔵 Canja
🔵 Estrognoffe de Carne 
🔵 Farofa de Piracuí com Banana

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",60,259
"Sexta tem Desconto nas Canecas de 400ml + Copo de Suco de 300ml por R$ 11,

➡➡➡Cardápio de Sexta⬅⬅⬅

🔵 Cozidão de Carne com Legumes 
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo de Bacalhau aos Queijos
🔵 Caldo Nordestino
🔵 Sopa Minestrone
🔵 Creme de Frango R$ 12,
🔵 Estrognoffe de Carne R$ 13,
🔵 Farofa de Piracuí com Banana 

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",86,362
"Promoção de Terça 💪

🔵 Crepioca Recheada com Frango + Suco de 500ml R$ 14,
🔵 Omelete Recheado com Frango + Suco de 500ml R$ 16,

End:Trav: Barjonas de Miranda, n• 441, entre Mendonça Furtado e São Sebastião.",38,168
"●♢ Promoção de Quarta ♢●
🔵 Crepioca de Pizza + Suco Detox ou Suco de Abacaxi ou Limonada por R$ 14,
🔵 Sanduiche Natural de Frango + Suco Detox ou Suco de Abacaxi ou Limonada por R$ 10,
Vemmm para a Estação 😋
End: Trav: Barjonas de Miranda, n° 441, entre mendonça furtado e são sebastião. Vem nos visitar 😍",60,246
"Corre, Forrest! Corre pra quarta do burger na Daxa!! 🏃🏃

Forrest Gump é o nosso burger mais pedido! 
Delicioso hamburger de fraldinha e picanha, acompanhado de queijo prato, rúcula, tomate e cebola roxa. #SimplementeDelicioso.

Solicite nosso cardápio! 📥

☎ Delivery 3529-1919",41,232
"Para os amantes dos nossos famosos biscoitinhos de Castanha do Pará que acompanham nosso café e cappuccino, agora temos a pronta entrega para você levar pra casa. Vem ser feliz na Lou Doces! 😋😍🍫🎂🍰",34,163
fotos :joel diniz,3,15
"Você quer unha de caranguejo? Olhem essas lindezas e gostosuras, tá crocante, tá quentinha, tá gostosa... Vem pra cá que estamos com muitas delícias! 🎂🍮🍩🌮☕ __
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen",57,300
"⭐🔹 Cardápio de Quinta 🔹⭐ 🔵〰 Cozidão de Carne com Legumes 🔵〰 Caldo de Galinha 🔵〰 Caldo de Caranguejo 🔵〰 Caldo de Galinha no Creme de milho 🔵〰 Caldo Nordestino 🔵〰 Estrognoffe de Carne R$ 12, 🔵〰 Farofa de Piracuí R$ 6, 🔵〰 Sanduba de Frango R$ 10, 🔵〰 Sanduba de Atum R$ 12, 🔵〰 Sanduba de Carne R$ 13, End: Trav: Barjonas de Miranda, n° 441, entre mendonça furtado e são sebastião. Vemm para a Estaçãooo 😍😍😍 Horário: 18hs as 23hs. Todas as noites. ❌Não fazemos entrega❌",88,377
"➡➡➡Cardápio de Terça⬅⬅⬅

🔵 Cozidão de Carne com Legumes 
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo Nordestino
🔵 Caldo de Bacalhau 
🔵 Sopa de Feijão

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",51,223
Dançarina da COMPANHIA DO CALYPSO JÁ COM SUA MAKE PRONTA ESPERANDO A HORA DE ARRASAR NO SIMBOORAAA 💃🏻💃🏻💃🏻💃🏻💥💥💥💥💥,18,95
"Venha experimentar nossos hotdogs artesanais, pura insanidade com uma pegada geek 🌭

das 10h às 22h - Praça de Alimentação.",20,103
"SEXTA DOS DOCES 

Toda sexta-feira você ganha 10% de descontos toda nossa linha de doces!! Não perca essa promoção !!!
#VemPraMassamix
#SextaDosDoces
#Delicias
#Desconto",24,144
"ESSA VC NÃO PODE PERDER!! 
#Teeeeerça #SuaLoka 😍 Calma que a semana está só começando e você não precisa ir dormir sem espairecer a mente. 
Vamos curtir uma noite divertida e leve?? Leve pra cabeça e bolso 😃 sua melhor terça é aquiii 😁 Lukas Almeida vem com seu gogó de ouro pra fazer da sua noite única e inesquecível!

 ""Você me pede na carta que eu volte na terçaaa.."" 😂😂

COMBO1: 4 torres de ANTARCTICA + bolinho de piracuí + batata frita + 30min. De bilhar para se divertir com os amigos por apenas R$100,00.

COMBO2: 14 caipirinhas/caipiroskas + mix de bolinhos + tábua de frios + 30min. De bilhar para se divertir com os amigos por apenas R$100,00.

#ShowBarEspecial #TerçaMaluca #LukasAlmeida #FazendoADiferença #NãoPerdeNão #AquiTudoÉPraVc #VemQueTem #ÀNoiteToda",128,637
"E essa delícia passando na sua timeline?! Nossa famosa Torta Alemã. Deliciosamente irresistível! Vem ser feliz na Lou Doces 🍫🍩☕ __
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen #sonhodevalsa",53,290
"Garra e força são as palavras de ordem dos alunos #bonyfit, não é @jaisasantoos?! #delongeamelhor #bonygold #vemprabonyfit",17,106
Marca aí aquele amigo que vai te levar pra comer na #gothamburgers nesse Feriadão 😎😋 Abriremos normalmente a partir das 19h.,21,104
"➡➡➡Cardápio de Terça⬅⬅⬅

🔵 Cozidão de Carne com Legumes
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo Nordestino
🔵 Sopa Minestrone
🔵 Caldo de Galinha no Creme de Milho
🔵 Estrognoffe de Carne R$ 13,
🔵 Farofa de Piracuí com Banana 
End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",66,287
"Na sua 8 edição, a MICARETA 2018 vem com tudo, trazendo o primeiro grito de carnaval do ano!!! INGRESSOS Já a venda e pra ganhar o copo tem que comprar antecipado pra nao esgotar, e ainda os primeiros ingressos lounge e back ganha ingressos para a edição do carnaval PÉS NA AREIA E TBM ENTRADA FREE NO BAILINHO FUNK DIA 27/01 NA V8.
Mais inf 99174-9768🌪🌪🌪🔥🔥🔥

PONTOS DE VENDA

✅WL INFORMATICA-Mendonça
✅GARAGEM 093
✅GIRAFFAS-SHOP PARAISO
✅POROROKA SURF-CENTRO

PONTO DE RETIRADA COPO E ABADA SOMENTE NA WL INFORMATICA",87,428
"#dream alegra seus dias do jeito mais doce💓💓💓🍭🍦
 No Rio Tapajós Shopping📍",12,61
Preparamos o seu almoço todos os dias. Venha almoçar com a gente!,12,54
"Hoje tem desconto nos:
Sandubas de Frango + Suco de 300ml R$11,
Sanduba de Carne + Suco de 300ml R$ 14,
Sanduba de Atum + Suco de 300ml R$ 13,

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",52,219
